urn,school_name,la_code,la_name,school_type,phase,address_1,address_2,address_3,town,county,postcode,phone,head_title,head_first_name,head_last_name,website,trust_code,trust_name,pupil_count,headteacher
101484,Benedict House Preparatory School,303,Bexley,Other independent school,Not applicable,1-5 Victoria Road,,,Sidcup,Kent,DA15 7HD,2083007206.0,Mrs,Laura,Baker,http://www.benedicthouseprepschool.co.uk/,,,213.0,Mrs Laura Baker
101487,Marlborough School,303,Bexley,Community special school,Not applicable,Marlborough Park Avenue,,,Sidcup,Kent,DA15 9DP,2083006896.0,Dr,Elizabeth,Smith,www.marlborough.bexley.sch.uk,,,88.0,Dr Elizabeth Smith
101489,Curzon Nursery School & Family Wellbeing Centre,304,Brent,Local authority nursery school,Nursery,Curzon Crescent,,Curzon Crescent,London,,NW10 9SD,2084596813.0,Miss,Nisha,Lingam,www.curzoncrescent.co.uk,,,89.0,Miss Nisha Lingam
101490,Fawood Nursery School & Family Wellbeing Centre,304,Brent,Local authority nursery school,Nursery,35 Fawood Avenue,,,London,,NW10 8DX,2089659334.0,Miss,Nisha,Lingam,www.fawood.co.uk,,,73.0,Miss Nisha Lingam
101491,College Green School and Services,304,Brent,Local authority nursery school,Nursery,161 College Road,Kensal Rise,,London,,NW10 3PH,2089692179.0,Mrs,Wendy,Yianni,www.cgss.brent.sch.uk,,,94.0,Mrs Wendy Yianni
101492,Granville Plus Nursery School,304,Brent,Local authority nursery school,Nursery,Granville Road,,,London,,NW6 5RA,2076044620.0,Mrs,Fiona,Gaughan,granvilleplus.org.uk,,,53.0,Mrs Fiona Gaughan
101495,Anson Primary School,304,Brent,Community school,Primary,Anson Road,,,London,,NW2 4AB,2084528552.0,Mr,Simon,Pile,http://www.ansonprimaryschool.com,,,398.0,Mr Simon Pile
101496,Brentfield Primary School,304,Brent,Community school,Primary,41-43 Meadow Garth,,,London,,NW10 0SL,2089655326.0,Mrs,N,Harmer,www.brentfield.brent.sch.uk/,,,433.0,Mrs N Harmer
101498,Carlton Vale Infant School,304,Brent,Community school,Primary,Malvern Place,Kilburn,,London,,NW6 5PX,2076240348.0,Mrs,Marina,Shah,www.carlton.brent.sch.uk/,,,60.0,Mrs Marina Shah
101499,Harlesden Primary School,304,Brent,Community school,Primary,Acton Lane,,,London,,NW10 8UT,2089657445.0,Mrs,S,Wawn,,,,297.0,Mrs S Wawn
101500,Mount Stewart Junior School,304,Brent,Community school,Primary,Carlisle Gardens,Mount Stewart Avenue,Kenton,Harrow,,HA3 0JX,2089075113.0,Mrs,S,Newing,www.tmss.org.uk,,,358.0,Mrs S Newing
101501,Mount Stewart Infant School,304,Brent,Community school,Primary,Carlisle Gardens,Mount Stewart Avenue,Kenton,Harrow,,HA3 0JX,2089075113.0,Mrs,Sally,Newing,http://www.tmss.org.uk,,,301.0,Mrs Sally Newing
101502,Uxendon Manor Primary School,304,Brent,Community school,Primary,Vista Way,Kenton,,Harrow,,HA3 0UX,2089075019.0,Mr,Jonathan,Parry,http://www.uxendonmanor.com,,,674.0,Mr Jonathan Parry
101503,Kingsbury Green Primary School,304,Brent,Community school,Primary,Old Kenton Lane,Kingsbury,,London,,NW9 9ND,2082046423.0,Ms,Reena,Shah,http://www.kgreen.brent.sch.uk,,,573.0,Ms Reena Shah
101504,Leopold Primary School,304,Brent,Community school,Primary,Hawkshead Road,Willesden,,,,NW10 9UR,2084595654.0,Miss,Theresa,Landreth,www.leopoldprimary.co.uk/,,,543.0,Miss Theresa Landreth
101506,Lyon Park Primary School,304,Brent,Community school,Primary,Vincent Road,,,Wembley,,HA0 4HH,2089025454.0,Ms,Talwinder,Bhambra,www.lyonparkprimaryschool.co.uk,,,901.0,Ms Talwinder Bhambra
101507,Malorees Infant School,304,Brent,Community school,Primary,Christchurch Avenue,,,London,,NW6 7PB,2084593038.0,Mr,Marcel,Rentall,www.maloreesinfants.com/,,,191.0,Mr Marcel Rentall
101508,Northview Junior and Infant School,304,Brent,Community school,Primary,Northview Crescent,,,London,,NW10 1RD,2084507982.0,Mrs,Nkechi,Obinwanne,www.northview.brent.sch.uk,,,218.0,Mrs Nkechi Obinwanne
101509,Park Lane Primary School,304,Brent,Community school,Primary,Park Lane,,,Wembley,,HA9 7RY,2089025006.0,Miss,Enid,Lewis,https://www.parklane.brent.sch.uk,,,456.0,Miss Enid Lewis
101510,Preston Park Primary School,304,Brent,Community school,Primary,College Road,,Preston Park Primary School,Wembley,,HA9 8RJ,2089043602.0,Miss,Georgina,Nutton,www.prestonparkschool.co.uk/,,,608.0,Miss Georgina Nutton
101511,Roe Green Junior School,304,Brent,Community school,Primary,Princes Avenue,Kingsbury,,London,,NW9 9JL,2082045221.0,Ms,Melissa,Loosemore,www.rgjs.brent.sch.uk/,,,476.0,Ms Melissa Loosemore
101512,Roe Green Infant School,304,Brent,Community school,Primary,Princes Avenue,Kingsbury,,London,,NW9 9JL,2082043531.0,Mrs,Nicole,Lobo,www.rgreeninf.brent.sch.uk/,,,437.0,Mrs Nicole Lobo
101515,Barham Primary School,304,Brent,Community school,Primary,Danethorpe Road,,,Wembley,,HA0 4RQ,2089023706.0,Ms,Georgina,Nutton,www.barhamprimary.co.uk/,,,926.0,Ms Georgina Nutton
101518,Wykeham Primary School,304,Brent,Community school,Primary,Aboyne Road,,,London,,NW10 0EX,2084508425.0,Mrs,Gurvinder,Notay,www.wykeham.brent.sch.uk,,,451.0,Mrs Gurvinder Notay
101519,Elsley Primary School,304,Brent,Community school,Primary,Tokyngton Avenue,,,Wembley,,HA9 6HT,2089028003.0,Mr,Raphael,Moss,www.elsley.brent.sch.uk,,,808.0,Mr Raphael Moss
101520,Donnington Primary School,304,Brent,Community school,Primary,Uffington Road,,,London,,NW10 3TL,2084510761.0,Ms,Oweda,Harrison,www.donnington.brent.sch.uk,,,224.0,Ms Oweda Harrison
101521,The Stonebridge School,304,Brent,Community school,Primary,Shakespeare Avenue,,,London,,NW10 8NG,2089656965.0,Mrs,Leena,Pacquette,www.stonebridge.brent.sch.uk,,,352.0,Mrs Leena Pacquette
101522,Newfield Primary School,304,Brent,Community school,Primary,Longstone Avenue,Willesden,,London,,NW10 3UD,2089611566.0,Ms,Sarah,Bolt,www.newfield.brent.sch.uk,,,246.0,Ms Sarah Bolt
101524,Mitchell Brook Primary School,304,Brent,Community school,Primary,Bridge Road,Brent,,London,,NW10 9BX,2084591392.0,Ms,Theresa,Landreth,http://www.mbrook.brent.sch.uk,,,638.0,Ms Theresa Landreth
101526,Chalkhill Primary School,304,Brent,Community school,Primary,Barnhill Road,Brent,,Wembley,,HA9 9YP,2089044508.0,Mr,Rayno,Cloete,https://www.chalkhillprimaryschool.uk/,,,447.0,Mr Rayno Cloete
101527,Salusbury Primary School,304,Brent,Community school,Primary,Salusbury Road,Kilburn,,London,,NW6 6RG,2076240311.0,Mrs,Michelle,Ginty,http://www.salusbury.brent.sch.uk,,,652.0,Mrs Michelle Ginty
101528,Oliver Goldsmith Primary School,304,Brent,Community school,Primary,Coniston Gardens,Kingsbury,,London,,NW9 0BD,2082056038.0,Mr,James,Simmons,www.olivergoldsmith.brent.sch.uk,,,455.0,Mr James Simmons
101530,Mora Primary School,304,Brent,Community school,Primary,Mora Road,Cricklewood,,London,,NW2 6TD,2084522634.0,Ms,Polly,Baylis,http://www.mora.brent.sch.uk,,,430.0,Ms Polly Baylis
101531,Fryent Primary School,304,Brent,Community school,Primary,Church Lane,Kingsbury,,London,,NW9 8JD,2082054047.0,Headteacher,Paul,Campbell,http://www.fryent.brent.sch.uk,,,689.0,Headteacher Paul Campbell
101533,Christ Church CofE Primary School,304,Brent,Voluntary aided school,Primary,Clarence Road,Kilburn,Christ Church CE Primary School,Brondesbury,,NW6 7TE,2076244967.0,Mr,James,Kelly,www.cchurch.brent.sch.uk/,,,163.0,Mr James Kelly
101534,John Keble CofE Primary School,304,Brent,Voluntary aided school,Primary,Crownhill Road,,,London,,NW10 4DR,2089655072.0,Mrs,Catherine,Allard,www.johnkeble.com/,,,402.0,Mrs Catherine Allard
101535,Princess Frederica CofE Primary School,304,Brent,Voluntary aided school,Primary,College Road,,,London,,NW10 5TP,2089697756.0,Ms,Nicola,Christopher,www.princessfrederica.brent.sch.uk/,,,439.0,Ms Nicola Christopher
101537,St Mary's CofE Primary School,304,Brent,Voluntary aided school,Primary,Garnet Road,Willesden,,London,,NW10 9JA,2084510363.0,Ms,Susan,Lawrence,https://www.stmarysce.brent.sch.uk/,,,187.0,Ms Susan Lawrence
101539,St Joseph's Catholic Junior School,304,Brent,Voluntary aided school,Primary,Chatsworth Avenue,,,Wembley,Middlesex,HA9 6BE,2089023438.0,Mrs,Amanda,Whelan,www.sjjnr.brent.sch.uk/,,,274.0,Mrs Amanda Whelan
101542,St Mary Magdalen's Catholic Junior School,304,Brent,Voluntary aided school,Primary,Linacre Road,Willesden Green,,London,,NW2 5BB,2084593159.0,Miss,Elsa,Fonseca,http://www.marymag.brent.sch.uk,,,241.0,Miss Elsa Fonseca
101543,St Robert Southwell Catholic Primary School,304,Brent,Voluntary aided school,Primary,Slough Lane,Kingsbury,,London,,NW9 8YD,2082046148.0,Miss,Honor,Beck,www.robsouth.org,,,452.0,Miss Honor Beck
101544,Convent of Jesus and Mary RC Infant School,304,Brent,Voluntary aided school,Primary,21 Park Avenue,,,London,,NW2 5AN,2084595890.0,Miss,Elsa,Fonseca,www.cjminfantschool.co.uk,,,205.0,Miss Elsa Fonseca
101545,Our Lady of Lourdes Catholic Primary School,304,Brent,Voluntary aided school,Primary,Wesley Road     Hillside,Harlesden,,London,,NW10 8PP,2089615037.0,Ms,Marie,Halpin,http://www.lourdes.brent.sch.uk/,,,227.0,Ms Marie Halpin
101546,St Joseph's Catholic Infant School,304,Brent,Voluntary aided school,Primary,Waverley Avenue,,,Wembley,,HA9 6TA,2089036032.0,Mrs,A,Whelan,www.sjinf.brent.sch.uk,,,254.0,Mrs A Whelan
101549,Sinai Jewish Primary School,304,Brent,Voluntary aided school,Primary,Shakespeare Drive,Kenton,,Harrow,Middlesex,HA3 9UD,2082041550.0,Mrs,Juliette,Lipshaw,www.sinaischool.com/,,,645.0,Mrs Juliette Lipshaw
101554,Malorees Junior School,304,Brent,Foundation school,Primary,Christchurch Avenue,,,London,,NW6 7PB,2084593038.0,Mr,Marcel,Rentall,https://www.maloreesschools.com/,,,219.0,Mr Marcel Rentall
101555,St Joseph's Roman Catholic Primary School,304,Brent,Voluntary aided school,Primary,Goodson Road,Willesden,,London,,NW10 9LS,2089655651.0,Mrs,D,Titus,www.stjosephsrc.co.uk/,,,485.0,Mrs D Titus
101556,The Kilburn Park School Foundation,304,Brent,Foundation school,Primary,Malvern Road,,,London,Middlesex,NW6 5RG,2076247603.0,Mrs,Marina,Shah,http://www.kilburnpark.brent.sch.uk,,,62.0,Mrs Marina Shah
101564,Newman Catholic College,304,Brent,Voluntary aided school,Secondary,Harlesden Road,Brent,,London,,NW10 3RN,7407730928.0,Mr,Andrew,Dunne,www.ncc.brent.sch.uk,,,677.0,Mr Andrew Dunne
101568,Buckingham Preparatory School,310,Harrow,Other independent school,Not applicable,458 Rayners Lane,,,Pinner,,HA5 5DT,2088662737.0,Mr,Michael,Doyle,www.buckprep.org,,,107.0,Mr Michael Doyle
101569,Buxlow School,304,Brent,Other independent school,Not applicable,5/6 Castleton Gardens,,,Wembley,,HA9 7QJ,2089043615.0,Ms,Ciarren,Littler,http://www.buxlowschool.org.uk,,,40.0,Ms Ciarren Littler
101571,St Christopher's Prep School,304,Brent,Other independent school,Not applicable,71 Wembley Park Drive,,,Wembley,Middlesex,HA9 8HE,2089025069.0,Mr,Joel,Simon,http://www.stchristophersschool.org.uk,,,108.0,Mr Joel Simon
101573,"Ysgol Gymraeg Llundain, London Welsh School",307,Ealing,Other independent school,Not applicable,Hanwell Community Centre,Westcott Crescent,Hanwell,London,,W7 1PD,2085750237.0,Miss,Emilia,Davies,www.ysgolgymraegllundain.co.uk,,,8.0,Miss Emilia Davies
101574,Islamia Primary School,304,Brent,Voluntary aided school,Primary,129 Salusbury Road,,,London,,NW6 6PE,2073722532.0,Mr,Alimuddin,Shaikh,https://islamia.brent.sch.uk/,,,418.0,Mr Alimuddin Shaikh
101575,Islamia School for Girls',304,Brent,Other independent school,Not applicable,129 Salusbury Road,,,London,,NW6 6PE,2073723472.0,Mr,Amzad,Ali,,,,119.0,Mr Amzad Ali
101576,Al-Sadiq School,304,Brent,Other independent school,Not applicable,126 Chevening Road,,,London,,NW6 6TP,2073726760.0,Mr,Seyed Alireza,Khoei,,,,136.0,Mr Seyed Alireza Khoei
101581,Phoenix Arch School,304,Brent,Community special school,Not applicable,Drury Way,,,London,,NW10 0NQ,2084516961.0,Ms,Falu,Mehta,www.phoenixarchschool.co.uk,,,55.0,Ms Falu Mehta
101635,Edgebury Primary School,305,Bromley,Foundation school,Primary,Belmont Lane,,,Chislehurst,Kent,BR7 6BL,2084674199.0,Mr,Matthew,Velada-Billson,www.edgebury.bromley.sch.uk,17121.0,Aspiration for All Co-Operative Trust (AFACT),404.0,Mr Matthew Velada-Billson
101641,Poverest Primary School,305,Bromley,Foundation school,Primary,Tillingbourne Green,St Mary Cray,,Orpington,Kent,BR5 2JD,1689816060.0,Mr,Paul,Haylock,http://www.poverestprimaryschool.com,17121.0,Aspiration for All Co-Operative Trust (AFACT),435.0,Mr Paul Haylock
101676,St Olave's and St Saviour's Grammar School,305,Bromley,Voluntary aided school,Secondary,Goddington Lane,,,Orpington,Kent,BR6 9SH,1689820101.0,Mr,Andrew,Rees,http://www.saintolaves.net/,,,1085.0,Mr Andrew Rees
101680,Babington House School,305,Bromley,Other independent school,Not applicable,Grange Drive,,,Chislehurst,Kent,BR7 5ES,2084675537.0,Mr,David,Laird,http://www.babingtonhouse.com/,,,488.0,Mr David Laird
101682,Bickley Park School,305,Bromley,Other independent school,Not applicable,24 Page Heath Lane,Bickley,Bromley,,,BR1 2DS,2084672195.0,Mr,Tom,Quilter,http://www.bickleyparkschool.co.uk/,,,304.0,Mr Tom Quilter
101684,Breaside Preparatory School,305,Bromley,Other independent school,Not applicable,41-43 Orchard Road,,,Bromley,Kent,BR1 2PR,2084600916.0,Principal,Karen,Nicholson,www.breaside.co.uk,,,444.0,Principal Karen Nicholson
101685,Farringtons School,305,Bromley,Other independent school,Not applicable,Perry Street,,,Chislehurst,Kent,BR7 6LR,2084670256.0,Mr,David,Jackson,http://www.farringtons.org.uk,,,660.0,Mr David Jackson
101687,St Christophers The Hall School,305,Bromley,Other independent school,Not applicable,49 Bromley Road,,,Beckenham,Kent,BR3 5PA,2086502200.0,Mr,Thomas,Carter,,,,220.0,Mr Thomas Carter
101690,St David's Prep,305,Bromley,Other independent school,Not applicable,Justin Hall,Beckenham Road,,West Wickham,Kent,BR4 0QS,2087775852.0,Mrs,Julia,Foulger,www.stdavidsprep.com,,,207.0,Mrs Julia Foulger
101692,Bromley High School GDST,305,Bromley,Other independent school,Not applicable,Blackbrook Lane,Bickley,,Bromley,Kent,BR1 2TW,2087817000.0,Mrs,Emily,Codling,http://schoolsite.edex.net.UK/77/,,,917.0,Mrs Emily Codling
101693,Eltham College,305,Bromley,Other independent school,Not applicable,Grove Park Road,Mottingham,,London,,SE9 4QF,2088571455.0,Mr,Guy R,Sanderson,http://www.eltham-college.org.uk,,,1075.0,Mr Guy R Sanderson
101695,Darul Uloom London School,305,Bromley,Other independent school,Not applicable,Foxbury Avenue,Chislehurst,,,,BR7 6SD,2082950637.0,Mr,Muhammad Delwar,Hussain,www.darululoomlondon.co.uk,,,137.0,Mr Muhammad Delwar Hussain
101702,Crosfield Nursery School,306,Croydon,Local authority nursery school,Nursery,Elborough Road,South Norwood,,London,,SE25 5BD,2086547566.0,Mr,Daniel,Bissex,https://www.crosfieldandselhurstnursery.co.uk/,,,74.0,Mr Daniel Bissex
101704,Purley Nursery School,306,Croydon,Local authority nursery school,Nursery,58 Pampisford Road,,,Purley,Surrey,CR8 2NE,2086605639.0,Mrs,Maria,Reeve,www.purley.croydon.sch.uk,,,85.0,Mrs Maria Reeve
101705,Tunstall Nursery School,306,Croydon,Local authority nursery school,Nursery,Tunstall Road,,,Croydon,Surrey,CR0 6TY,2086540371.0,Ms,Jane,Charman,www.tunstall.croydon.sch.uk,,,80.0,Ms Jane Charman
101712,Beulah Junior School,306,Croydon,Community school,Primary,Beulah Road,,,Thornton Heath,Surrey,CR7 8JF,2086534921.0,Mrs,Bernice,Warwick,www.beulahjuniors.co.uk,,,223.0,Mrs Bernice Warwick
101720,Elmwood Junior School,306,Croydon,Community school,Primary,Lodge Road,,,Croydon,Surrey,CR0 2PL,2086844007.0,Mr,Chris,Marston,www.elmwood-jun.croydon.sch.uk/,,,476.0,Mr Chris Marston
101721,Elmwood Infant School,306,Croydon,Community school,Primary,Lodge Road,,,Croydon,Surrey,CR0 2PL,2086897681.0,Miss,Esther,Payne,http://www.elmwood-inf.croydon.sch.uk,,,380.0,Miss Esther Payne
101725,Howard Primary School,306,Croydon,Community school,Primary,Dering Place,,,Croydon,Surrey,CR0 1DT,2086884216.0,Miss,J,De Saulles,www.howard.croydon.sch.uk,,,408.0,Miss J De Saulles
101733,Purley Oaks Primary School,306,Croydon,Community school,Primary,Bynes Road,,,South Croydon,Surrey,CR2 0PR,2086884268.0,Mr,Richard,Griffin,http://www.purleyoaks.croydon.sch.uk/,,,651.0,Mr Richard Griffin
101745,Winterbourne Junior Girls' School,306,Croydon,Community school,Primary,Winterbourne Road,,,Thornton Heath,Surrey,CR7 7QT,2086843532.0,Mrs,Mary,Berkeley-Agyepong,http://winterbournegirlsschool.co.uk/,,,255.0,Mrs Mary Berkeley-Agyepong
101746,Winterbourne Nursery and Infants' School,306,Croydon,Community school,Primary,Winterbourne Road,,,Thornton Heath,Surrey,CR7 7QT,2086897684.0,Ms,Petra,Wigzell,www.winterbournenurseryandinfants.co.uk,,,415.0,Ms Petra Wigzell
101756,Beaumont Primary School,306,Croydon,Community school,Primary,Old Lodge Lane,,,Purley,Surrey,CR8 4DN,2086607707.0,Mrs,Anne,Morrell,www.beaumont.croydon.sch.uk,,,212.0,Mrs Anne Morrell
101758,Gresham Primary School,306,Croydon,Community school,Primary,Limpsfield Road,Sanderstead,,South Croydon,Surrey,CR2 9EA,2086571807.0,Ms,Karen,Steele,,,,238.0,Ms Karen Steele
101759,Smitham Primary School,306,Croydon,Community school,Primary,Portnalls Road,,,Coulsdon,Surrey,CR5 3DE,2086604399.0,Mrs,Charlotte,Groom,www.smitham.croydon.sch.uk,,,637.0,Mrs Charlotte Groom
101760,The Hayes Primary School,306,Croydon,Community school,Primary,Hayes Lane,,,Kenley,Surrey,CR8 5JN,2086604863.0,Mrs,Laura,Olley,www.thehayesprimaryschool.co.uk,,,416.0,Mrs Laura Olley
101773,Forestdale Primary School,306,Croydon,Community school,Primary,Pixton Way,,,Croydon,Surrey,CR0 9JE,2086570924.0,Mrs,Sarah,Aburrow,www.forestdale.croydon.sch.uk,,,418.0,Mrs Sarah Aburrow
101776,Heavers Farm Primary School,306,Croydon,Community school,Primary,58 Dinsdale Gardens,South Norwood,,London,,SE25 6LT,2086535434.0,Mr,Robert,Askey,www.heaversfarmprimary.com/,,,291.0,Mr Robert Askey
101778,Downsview Primary and Nursery School,306,Croydon,Community school,Primary,Biggin Way,Upper Norwood,,London,,SE19 3XE,2087644611.0,Ms,Meghan,Pugh,www.downsview.croydon.sch.uk/,,,632.0,Ms Meghan Pugh
101779,Park Hill Infant School,306,Croydon,Community school,Primary,Stanhope Road,,,Croydon,Surrey,CR0 5NS,2086800747.0,Ms,Jane,Charman,www.parkhillinfants.co.uk,,,268.0,Ms Jane Charman
101781,Greenvale Primary School,306,Croydon,Community school,Primary,Sandpiper Road,Selsdon Vale,,South Croydon,Surrey,CR2 8PR,2086512833.0,Mr,Daniel,Bowden,https://www.greenvale.croydon.sch.uk/,,,214.0,Mr Daniel Bowden
101783,Rockmount Primary School,306,Croydon,Community school,Primary,Chevening Road,Upper Norwood,,London,,SE19 3ST,2086532619.0,Headteacher,Helen,Carvall,www.rockmountprimaryschool.co.uk,,,449.0,Headteacher Helen Carvall
101785,Norbury Manor Primary School,306,Croydon,Community school,Primary,Abingdon Road,Norbury,,London,,SW16 5QR,2086793835.0,Mrs,Sonia,Potter,www.nmp.croydon.sch.uk/,,,417.0,Mrs Sonia Potter
101787,All Saints CofE Primary School,306,Croydon,Voluntary aided school,Primary,Upper Beulah Hill,Upper Norwood,,London,,SE19 3LG,2087719388.0,Mrs,Josephine,Copeland,https://allsaintsschoolcroydon.co.uk/,,,207.0,Mrs Josephine Copeland
101788,St John's CofE Primary School,306,Croydon,Voluntary aided school,Primary,Spring Park Road,Shirley,,Croydon,Surrey,CR0 5EL,2086542260.0,Mrs,Martina,Martin,www.st-johns.croydon.sch.uk/,,,419.0,Mrs Martina Martin
101792,Coulsdon CofE Primary School,306,Croydon,Voluntary aided school,Primary,Bradmore Green,,,Old Coulsdon,Surrey,CR5 1ED,1737554789.0,Mr,Paul,Garratty,http://www.coulsdoncofe.co.uk/,,,197.0,Mr Paul Garratty
101793,Christ Church CofE Primary School (Purley),306,Croydon,Voluntary aided school,Primary,Montpelier Road,,,Purley,Surrey,CR8 2QE,2086607500.0,Mrs,Joanne,Richardson,www.christchurch.croydon.sch.uk,,,403.0,Mrs Joanne Richardson
101795,St Joseph's RC Junior School,306,Croydon,Voluntary aided school,Primary,Woodend,,,Select,,SE19 3NU,2086537195.0,Mrs,Danielle,Ashley,www.stjosephsfederation.co.uk,,,194.0,Mrs Danielle Ashley
101797,Margaret Roper Catholic Primary School,306,Croydon,Voluntary aided school,Primary,Russell Hill Road,,,Purley,Surrey,CR8 2XP,2086600115.0,Mr,Dermot,Mooney,www.margaretroper.croydon.sch.uk/,,,214.0,Mr Dermot Mooney
101803,St Joseph's RC Infant School,306,Croydon,Voluntary aided school,Primary,Crown Dale,Upper Norwood,,London,,SE19 3NX,2086702385.0,Mrs,Danielle,Ashley,www.stjosephsfederation.co.uk,,,153.0,Mrs Danielle Ashley
101811,Archbishop Tenison's CofE High School,306,Croydon,Voluntary aided school,Secondary,Selborne Road,,,Croydon,Surrey,CR0 5JQ,2086884014.0,Mr,Richard,Parrish,http://www.archten.croydon.sch.uk/,,,784.0,Mr Richard Parrish
101814,St Mary's Catholic High School,306,Croydon,Voluntary aided school,Secondary,Woburn Road,,,Croydon,Surrey,CR9 2EE,2086863837.0,Mr,Conal Patrick,Shields,www.stmaryscroydon.co.uk,,,564.0,Mr Conal Patrick Shields
